"","drug","SYMBOL","logFC"
"Slc29a2","VEGFR","Slc29a2",0.129200133968039
"Gm56556","VEGFR","Gm56556",0.155651712871986
"Gm568541","VEGFR","Gm56854",-0.131476342956914
"Gm29629","VEGFR","Gm29629",-0.134053136137468
"Mrgbp","VEGFR","Mrgbp",0.131679192065241
"Gm239661","VEGFR","Gm23966",0.211193920837882
"Scand11","VEGFR","Scand1",0.126538776416382
"Srcin11","VEGFR","Srcin1",0.130960235104813
"Gm72331","VEGFR","Gm7233",0.126690631385524
"Blnk","VEGFR","Blnk",0.125627288438948
"Selenot1","VEGFR","Selenot",-0.142069148198931
"Catspere21","VEGFR","Catspere2",-0.142611809427418
"Gm123381","VEGFR","Gm12338",0.140968459425688
"Mri1","VEGFR","Mri1",0.127242213692936
"Ccdc191","VEGFR","Ccdc191",0.128230214875884
"Fbxl3","VEGFR","Fbxl3",0.127441594017639
"N4bp2os","VEGFR","N4bp2os",0.125652012356827
"Rtl8b","VEGFR","Rtl8b",0.124075961072854
"Gm114511","VEGFR","Gm11451",-0.133602703663037
"Chi3l1","VEGFR","Chi3l1",0.131886013439429
"Bcl61","VEGFR","Bcl6",-0.246579591122634
"Wnt111","VEGFR","Wnt11",0.126962146210621
"Slc4a10","VEGFR","Slc4a10",0.134073279822038
"Shisa4","VEGFR","Shisa4",0.12424925479023
"Gas1","VEGFR","Gas1",0.145804180535451
"Satb21","VEGFR","Satb2",-0.128148754864336
"Polr3gl","VEGFR","Polr3gl",0.13369687191766
"Zfp346","VEGFR","Zfp346",0.123630463536346
"F420014N23Rik1","VEGFR","F420014N23Rik",0.130356415076709
"Zdhhc191","VEGFR","Zdhhc19",-0.126329398409028
"Ephb61","VEGFR","Ephb6",0.1267258358999
"Gm532401","VEGFR","Gm53240",0.165642211876654
"2810002D19Rik","VEGFR","2810002D19Rik",-0.123149006980263
"Mapk4","VEGFR","Mapk4",-0.135739788409611
"Gm101451","VEGFR","Gm10145",0.172488241012639
"Gm160481","VEGFR","Gm16048",-0.129799327377582
"Alkbh3os11","VEGFR","Alkbh3os1",-0.148866396890817
"Phf7","VEGFR","Phf7",0.142602733167382
"Alb1","VEGFR","Alb",-0.190173747795099
"Hoxb3os1","VEGFR","Hoxb3os",0.135369048014091
"Gm36266","VEGFR","Gm36266",0.129482041781678
"Mir70871","VEGFR","Mir7087",0.249070678861154
"Nudt10","VEGFR","Nudt10",-0.126243787466093
"Rflna1","VEGFR","Rflna",-0.141216972297812
"Gm423751","VEGFR","Gm42375",-0.130014066763124
"Elovl2","VEGFR","Elovl2",-0.135161698094924
"Gm175301","VEGFR","Gm17530",-0.131571440093252
"Adam91","VEGFR","Adam9",-0.131841729897042
"Ercc2","VEGFR","Ercc2",0.123717698582681
"Nme1","VEGFR","Nme1",-0.127391335531611
"Syce21","VEGFR","Syce2",0.145869076982953
"Gm7457","VEGFR","Gm7457",0.1266584873293
"Gm568031","VEGFR","Gm56803",0.142987114909606
"Bex41","VEGFR","Bex4",0.147100715776049
"Sbsn","VEGFR","Sbsn",0.181632150583508
"Etnppl","VEGFR","Etnppl",0.294362850458519
"Gm157771","VEGFR","Gm15777",-0.192153859385604
"Gm204301","VEGFR","Gm20430",0.156600938722427
"Gm448911","VEGFR","Gm44891",0.128583573842858
"Gm117391","VEGFR","Gm11739",0.14893651143086
"Ogt1","VEGFR","Ogt",0.145461561095251
"Gm41491","VEGFR","Gm4149",0.143300581972687
"Mthfd1l1","VEGFR","Mthfd1l",-0.169609727177939
"Gtf3c2","VEGFR","Gtf3c2",0.125492628693938
"Zfp39","VEGFR","Zfp39",0.125404303330515
"Gm348661","VEGFR","Gm34866",-0.130610488478501
"Dhx581","VEGFR","Dhx58",0.127956773472519
"Tcp111","VEGFR","Tcp11",0.14574571225063
"Gm49761","VEGFR","Gm49761",-0.122123310779118
"Eprn1","VEGFR","Eprn",-0.130039508017877
"Cryzl1","VEGFR","Cryzl1",0.132915482178352
"1810019D21Rik1","VEGFR","1810019D21Rik",0.13480545182955
"Gm28347","VEGFR","Gm28347",0.127820352408214
"Dhrs1","VEGFR","Dhrs1",-0.12465115133827
"Gm561321","VEGFR","Gm56132",-0.157576395922015
"Rsbn1l1","VEGFR","Rsbn1l",0.13317410389392
"Gpd21","VEGFR","Gpd2",-0.166866597903514
"Zpbp2","VEGFR","Zpbp2",0.123237361505184
"Hnf1aos21","VEGFR","Hnf1aos2",-0.19633637204991
"Gm129961","VEGFR","Gm12996",0.134219403210886
"Rgs101","VEGFR","Rgs10",-0.156523978361051
"Gm155231","VEGFR","Gm15523",-0.246180329019545
"Slc22a13b1","VEGFR","Slc22a13b",-0.131415626624029
"Pde4b","VEGFR","Pde4b",0.127512400500516
"Gm111891","VEGFR","Gm11189",0.132364453831619
"Slc10a51","VEGFR","Slc10a5",-0.148319626041302
"Snapc31","VEGFR","Snapc3",0.130221684836488
"Gm103581","VEGFR","Gm10358",0.12198157505152
"Gm54984","VEGFR","Gm54984",0.146504312705029
"Gm56783","VEGFR","Gm56783",0.138157215676777
"Stat5a","VEGFR","Stat5a",0.135596983448954
"Gm222991","VEGFR","Gm22299",-0.127105235997305
"Kif3b1","VEGFR","Kif3b",0.126821038721583
"Lrrc411","VEGFR","Lrrc41",0.127387847809812
"Gm326521","VEGFR","Gm32652",0.150009347955096
"Gm28621","VEGFR","Gm2862",0.15163274411473
"Hcn3","VEGFR","Hcn3",0.123945183831761
"Akna","VEGFR","Akna",0.123234606119226
"Gm78901","VEGFR","Gm7890",0.135173177612464
"Ifi2061","VEGFR","Ifi206",-0.120155950810318
"Srsf21","VEGFR","Srsf2",0.130382108529694
"Gm292841","VEGFR","Gm29284",-0.169418658764559
"Tpi-rs11","VEGFR","Tpi-rs11",0.128181126644671
"Gm228061","VEGFR","Gm22806",-0.185603616650667
"Kif2c1","VEGFR","Kif2c",-0.132079544780848
"Gm48079","VEGFR","Gm48079",-0.121277092725586
"A430103D13Rik1","VEGFR","A430103D13Rik",0.153433376162435
"Gm10053","VEGFR","Gm10053",-0.132533361145562
"Trmt1","VEGFR","Trmt1",0.135659846227057
"Cfap691","VEGFR","Cfap69",0.142639988904914
"Igkv8-271","VEGFR","Igkv8-27",-0.139420645497464
"Ppp1r1b1","VEGFR","Ppp1r1b",0.192950897809065
"Gli1","VEGFR","Gli1",0.122262185156324
"Car15","VEGFR","Car15",0.134114808393892
"Vcl1","VEGFR","Vcl",0.13736778985892
"Gm269351","VEGFR","Gm26935",0.123842350853039
"Gm566861","VEGFR","Gm56686",-0.133976582823728
"Pcolce","VEGFR","Pcolce",-0.141530238561939
"Cpeb21","VEGFR","Cpeb2",0.140733235195978
"Dnah3","VEGFR","Dnah3",0.123072442811806
"Ap4m1","VEGFR","Ap4m1",0.133379237949052
"Cbr21","VEGFR","Cbr2",0.206796972175939
"Ptger31","VEGFR","Ptger3",0.208594181852105
"Angptl61","VEGFR","Angptl6",0.138718143783393
"Gm31371","VEGFR","Gm3137",-0.131336311380547
"Olfm21","VEGFR","Olfm2",0.120279913546052
"Hspbap1","VEGFR","Hspbap1",0.122586893108296
"Habp2","VEGFR","Habp2",-0.124879803320384
"Rph3a1","VEGFR","Rph3a",0.160228439507122
"Zfp9481","VEGFR","Zfp948",0.144068293745882
"Uhrf11","VEGFR","Uhrf1",-0.120147833718861
"Gm136531","VEGFR","Gm13653",0.141720934492366
"Fbxo5","VEGFR","Fbxo5",0.143213712016064
"Gm49646","VEGFR","Gm49646",0.118996236938446
"Abtb31","VEGFR","Abtb3",-0.14135268729038
"Gm121381","VEGFR","Gm12138",0.149254465041056
"Gm15351","VEGFR","Gm15351",0.120228570524688
"Sirt3","VEGFR","Sirt3",0.12353716891729
"Gm29861","VEGFR","Gm2986",-0.169818430646075
"Gm169381","VEGFR","Gm16938",0.151052416096722
"Asl","VEGFR","Asl",0.118704062070517
"Gm362431","VEGFR","Gm36243",-0.129338432539887
"Gm32221","VEGFR","Gm3222",0.183822918208266
"Gm42872","VEGFR","Gm42872",0.120443816462343
"Ccl17","VEGFR","Ccl17",0.172210972802654
"Crb2","VEGFR","Crb2",0.119883767688528
"Gm15446","VEGFR","Gm15446",0.127564512984542
"Gm572731","VEGFR","Gm57273",0.159609774896173
"Stc11","VEGFR","Stc1",-0.126489836833099
"Gm225731","VEGFR","Gm22573",-0.236916609964847
"Gm37095","VEGFR","Gm37095",0.123481412593705
"A930012O16Rik1","VEGFR","A930012O16Rik",-0.125384690085403
"Cyp2a21-ps1","VEGFR","Cyp2a21-ps",0.208049602718479
"Wdr19","VEGFR","Wdr19",0.122508766202727
"Slc9a2","VEGFR","Slc9a2",-0.130341714092005
"Gm13772","VEGFR","Gm13772",0.127115873750277
".83","VEGFR",".83",0.118662397912361
"Tctn1","VEGFR","Tctn1",0.123393274246553
"Bpnt11","VEGFR","Bpnt1",-0.13080290171407
"Ap4b11","VEGFR","Ap4b1",0.119280961803915
"Gm145671","VEGFR","Gm14567",-0.186209418784847
"Top2a1","VEGFR","Top2a",-0.128081594889029
"Spata241","VEGFR","Spata24",0.160390876840527
"0610031O16Rik1","VEGFR","0610031O16Rik",-0.152889094842561
"Cd83","VEGFR","Cd83",0.126201828156568
"Map3k7cl","VEGFR","Map3k7cl",-0.14358231053926
"E330034L11Rik1","VEGFR","E330034L11Rik",0.126761169193025
"Prkn","VEGFR","Prkn",0.121309093911256
"Id31","VEGFR","Id3",0.120999785818935
"Hnrnph11","VEGFR","Hnrnph1",0.13110936880213
"Rbm4b","VEGFR","Rbm4b",0.126579096387921
"Gm11767","VEGFR","Gm11767",0.148849129115996
"Gm246131","VEGFR","Gm24613",0.16753385638837
"Gm349071","VEGFR","Gm34907",-0.143208536723406
"Gm56453","VEGFR","Gm56453",0.1406337288883
"Gm296501","VEGFR","Gm29650",-0.127110082315109
"Mmp13","VEGFR","Mmp13",-0.130143734271423
"Mmut1","VEGFR","Mmut",-0.119456297673757
"Erdr1y1","VEGFR","Erdr1y",0.219491571021653
"Rhbg","VEGFR","Rhbg",-0.154007581787379
"Gm135621","VEGFR","Gm13562",0.130625036729558
"Atosb","VEGFR","Atosb",0.116713729693989
"Mir70511","VEGFR","Mir7051",-0.187367199609654
"Mpg","VEGFR","Mpg",-0.116380355127123
"S100a51","VEGFR","S100a5",-0.124658445214116
"Gm328861","VEGFR","Gm32886",-0.124134415342068
"Gm100511","VEGFR","Gm10051",0.158276846824258
"Gm9958","VEGFR","Gm9958",0.121038951444135
"Mir22hg1","VEGFR","Mir22hg",0.131007483347492
"Marchf101","VEGFR","Marchf10",-0.124405792440293
"Gm134641","VEGFR","Gm13464",0.134350526136445
"Gm9828","VEGFR","Gm9828",-0.133587264325574
"Gm57861","VEGFR","Gm5786",0.170630093327801
"Gm428071","VEGFR","Gm42807",-0.124444491610657
"Snord83b1","VEGFR","Snord83b",0.190724144135785
"Rtn4rl21","VEGFR","Rtn4rl2",0.127499027886419
"Gm221461","VEGFR","Gm22146",0.116168225051133
"Nsg21","VEGFR","Nsg2",0.12485286535027
"Ankrd161","VEGFR","Ankrd16",0.159246445655315
"Gm163111","VEGFR","Gm16311",0.198419704668734
"Wipi1","VEGFR","Wipi1",-0.119261769234041
"Gm220791","VEGFR","Gm22079",-0.175140770723842
"Supt201","VEGFR","Supt20",0.116693142020983
"Fstl1","VEGFR","Fstl1",0.114825894846044
"Cdk2ap1rt","VEGFR","Cdk2ap1rt",0.116725450839791
"Aldh3b21","VEGFR","Aldh3b2",0.174159015111791
"E130307A14Rik","VEGFR","E130307A14Rik",0.132693036256123
"Exoc3l2","VEGFR","Exoc3l2",0.122710171017477
"Sec31b1","VEGFR","Sec31b",0.173092438670272
"Gm112101","VEGFR","Gm11210",-0.140362303127669
"Gm492751","VEGFR","Gm49275",0.144628166171947
"Pdia21","VEGFR","Pdia2",0.198457081344573
"Slc6a191","VEGFR","Slc6a19",0.173727689982771
"Gm48282","VEGFR","Gm4828",0.213094231325343
"Aqp61","VEGFR","Aqp6",0.138163943437891
"Gm485961","VEGFR","Gm48596",0.158315917975408
"Clec4a31","VEGFR","Clec4a3",0.149464888334556
"Smim5","VEGFR","Smim5",0.130318764853232
"Gm316511","VEGFR","Gm31651",-0.259271953019727
"Gm161781","VEGFR","Gm16178",0.137575732186
"Gm11211","VEGFR","Gm11211",-0.11484794070201
"Pcca","VEGFR","Pcca",-0.117372533668381
"Gm479081","VEGFR","Gm47908",-0.162567975498659
"Scarna21","VEGFR","Scarna2",-0.129863891329684
"Gm47917","VEGFR","Gm47917",0.125694271002673
"Baz2b1","VEGFR","Baz2b",0.150193774800024
"Gm256001","VEGFR","Gm25600",0.136612573570017
"Cldn201","VEGFR","Cldn20",-0.114138238244892
"Eps8l11","VEGFR","Eps8l1",-0.133498352786901
"Calm3","VEGFR","Calm3",-0.11980590683775
"Psap","VEGFR","Psap",-0.113710200922686
"Prex21","VEGFR","Prex2",0.138514052629562
"Pabpc4","VEGFR","Pabpc4",0.113236576728335
"Dennd6b","VEGFR","Dennd6b",0.125615362069095
"2610306O10Rik","VEGFR","2610306O10Rik",-0.112520077096447
"C920021L13Rik","VEGFR","C920021L13Rik",0.114027025264417
"Slc6a20a","VEGFR","Slc6a20a",-0.124258339197792
"Pls11","VEGFR","Pls1",-0.126692066378142
"Gm383641","VEGFR","Gm38364",-0.170195786703582
"Gm36315","VEGFR","Gm36315",0.12430158440763
"Per11","VEGFR","Per1",0.170824242456195
"Chrna1os1","VEGFR","Chrna1os",0.130177871052109
"Gm114571","VEGFR","Gm11457",0.197543023311766
"Mob3a1","VEGFR","Mob3a",0.114154776555575
"Gm55297","VEGFR","Gm55297",0.125354815302594
"Mfsd11","VEGFR","Mfsd1",-0.11389489487257
"Gm116151","VEGFR","Gm11615",0.135740583221091
"Ptgfrn","VEGFR","Ptgfrn",0.115987299466793
"Gda1","VEGFR","Gda",0.123672442815847
"4833420G17Rik","VEGFR","4833420G17Rik",0.145147520114354
"Slc38a41","VEGFR","Slc38a4",0.123131141409753
"Smarce1-ps1","VEGFR","Smarce1-ps1",-0.117476673489496
"Rassf3","VEGFR","Rassf3",0.123219566395995
"Cdkl11","VEGFR","Cdkl1",0.120428671810432
"Col15a11","VEGFR","Col15a1",-0.229979309180847
"Zfc3h11","VEGFR","Zfc3h1",0.123228814189161
"5033403F01Rik","VEGFR","5033403F01Rik",0.111827809346486
"Gm356571","VEGFR","Gm35657",-0.118212687411348
"Gm175381","VEGFR","Gm17538",0.140564813488368
"Phf20l1","VEGFR","Phf20l1",0.117982673493345
"Drd3","VEGFR","Drd3",0.114085731976008
"Ifi2111","VEGFR","Ifi211",0.113014949718859
"Gm475641","VEGFR","Gm47564",-0.130725823896186
"Nsg1","VEGFR","Nsg1",0.111444119092313
"Rdh10","VEGFR","Rdh10",0.123925368546463
"Polg2","VEGFR","Polg2",0.1275948514602
"Wtip","VEGFR","Wtip",0.115262472262544
"Ccl27a","VEGFR","Ccl27a",0.111710058652753
"A930006K02Rik","VEGFR","A930006K02Rik",-0.125780454454799
"Calb11","VEGFR","Calb1",0.160273039437113
"Fxyd71","VEGFR","Fxyd7",0.152903954470787
"Sh3bgrl1","VEGFR","Sh3bgrl",0.115287092328123
"Gm89561","VEGFR","Gm8956",-0.135071501150047
"Kcnj12","VEGFR","Kcnj12",0.118241867465768
"Gm546421","VEGFR","Gm54642",0.149190452595719
"Gatad1","VEGFR","Gatad1",-0.112004124261116
"Mir683-11","VEGFR","Mir683-1",0.128102217498545
"Fyb","VEGFR","Fyb",0.12938406899557
"Tsx1","VEGFR","Tsx",-0.149294723115183
"Gclc1","VEGFR","Gclc",0.179998296969723
"Lrit31","VEGFR","Lrit3",-0.110694239014027
"Hoxc8","VEGFR","Hoxc8",0.111397054693714
"Trim231","VEGFR","Trim23",0.115453299152199
"Gm46732","VEGFR","Gm46732",0.120905959759676
"Gm226561","VEGFR","Gm22656",0.114075408809698
"Zfp9321","VEGFR","Zfp932",0.121933705914459
"Mfsd2a1","VEGFR","Mfsd2a",-0.112553558525581
"Gm16184","VEGFR","Gm16184",0.128518987161745
"Gm572471","VEGFR","Gm57247",-0.154624408417478
"Gpd1","VEGFR","Gpd1",-0.137514607277393
"Clec2l","VEGFR","Clec2l",0.116130862765464
"Gm430121","VEGFR","Gm43012",0.111461134488402
"1700064N11Rik","VEGFR","1700064N11Rik",-0.127862867994771
"Slc12a9","VEGFR","Slc12a9",0.117264203521264
"Rpl18-ps21","VEGFR","Rpl18-ps2",0.128813206518944
"Acbd7","VEGFR","Acbd7",0.135397307332375
"Adgrd11","VEGFR","Adgrd1",0.11515464563659
"Ache","VEGFR","Ache",0.118922910363872
"4930557K07Rik1","VEGFR","4930557K07Rik",0.169309742450949
"Gm375811","VEGFR","Gm37581",0.124155002984943
"2210409E12Rik1","VEGFR","2210409E12Rik",0.152714175806185
"Gm426041","VEGFR","Gm42604",-0.130783256234622
"Gm62131","VEGFR","Gm6213",-0.125149998030379
"Gm49477","VEGFR","Gm49477",-0.119153616041167
"Gm244971","VEGFR","Gm24497",-0.113276206293363
"C1galt11","VEGFR","C1galt1",-0.121815435669966
"Asnsd11","VEGFR","Asnsd1",0.111189038161835
"Cspg4b1","VEGFR","Cspg4b",-0.11267191476793
"Mmab","VEGFR","Mmab",0.109896502486768
"Halr1","VEGFR","Halr1",0.110459752107519
"Phf11a1","VEGFR","Phf11a",-0.110589440060497
"Tmem1901","VEGFR","Tmem190",-0.128305013877024
"Arhgap51","VEGFR","Arhgap5",0.130520206652142
"Gm119421","VEGFR","Gm11942",0.138925528998975
"Gm486511","VEGFR","Gm48651",-0.178069221276953
"Gm37689","VEGFR","Gm37689",0.146420750734793
"Fam81a1","VEGFR","Fam81a",-0.1349310299778
"Gm84931","VEGFR","Gm8493",-0.14767560352694
"Klf111","VEGFR","Klf11",0.139972043616075
"Htr3a1","VEGFR","Htr3a",-0.121816144035634
"Klk1b161","VEGFR","Klk1b16",0.13507599067154
"Mpeg1","VEGFR","Mpeg1",0.146344207794004
"Pheta1","VEGFR","Pheta1",0.125031545839582
"Tex35","VEGFR","Tex35",0.116073994121132
"Ppm1k","VEGFR","Ppm1k",0.119653343457754
"Klk1b221","VEGFR","Klk1b22",0.135575041111524
"Rps2-ps6","VEGFR","Rps2-ps6",-0.135601995532104
"Pik3c2a1","VEGFR","Pik3c2a",0.120267417496553
"Brpf1","VEGFR","Brpf1",0.11605033011676
"Gm261471","VEGFR","Gm26147",0.128612173441291
"4930558N01Rik","VEGFR","4930558N01Rik",0.136478196086102
"Gm556321","VEGFR","Gm55632",0.141937529821914
"Sat1","VEGFR","Sat1",0.111479292602609
"Ighv1-39","VEGFR","Ighv1-39",0.115791199809078
"Nek1","VEGFR","Nek1",0.108808293151997
"Rbm3os","VEGFR","Rbm3os",0.131554601062762
"AU020206","VEGFR","AU020206",0.119174207463409
"9030625G05Rik1","VEGFR","9030625G05Rik",-0.21121717967404
"A4gnt1","VEGFR","A4gnt",-0.192634533525714
"Gm13257","VEGFR","Gm13257",0.108960799351078
"Btf3-ps11","VEGFR","Btf3-ps1",0.13418111055213
"Gm11874","VEGFR","Gm11874",0.120268155764941
"Gm56554","VEGFR","Gm56554",0.120254888205416
"Rps15a-ps31","VEGFR","Rps15a-ps3",0.160452837482812
"Stkld11","VEGFR","Stkld1",-0.1387721571758
"Mrps18c1","VEGFR","Mrps18c",-0.10898527060988
"Gm82101","VEGFR","Gm8210",0.131471240837103
"BB2185821","VEGFR","BB218582",-0.138846377923097
"Pxmp2","VEGFR","Pxmp2",0.134002810210592
"Gpt1","VEGFR","Gpt",0.139095490298363
"Ap2m1-ps1","VEGFR","Ap2m1-ps",-0.106847951958784
"Smim381","VEGFR","Smim38",-0.117599066735344
"St6galnac2.11","VEGFR","St6galnac2.1",-0.127091312426311
"Gm256181","VEGFR","Gm25618",-0.131369575607324
"Pcdh71","VEGFR","Pcdh7",0.10794448681897
"Gm471221","VEGFR","Gm47122",0.121514646916533
"Gm56912","VEGFR","Gm56912",0.113510358418199
"Gm100951","VEGFR","Gm10095",-0.459859956039341
"Gm525","VEGFR","Gm525",0.113183599599517
"Ptprq1","VEGFR","Ptprq",-0.135031119453121
"Gm11695","VEGFR","Gm11695",0.111220081782537
"Sct1","VEGFR","Sct",-0.146160675946432
"Gm153441","VEGFR","Gm15344",0.157237404057771
"4930549G23Rik1","VEGFR","4930549G23Rik",0.161300815370139
"Gm134931","VEGFR","Gm13493",0.11060067041692
"Atp13a31","VEGFR","Atp13a3",-0.112903651448148
"Abhd17b1","VEGFR","Abhd17b",0.106523689783516
"Bglap31","VEGFR","Bglap3",0.11256547593802
"Galt","VEGFR","Galt",0.109554356842085
"Gm170231","VEGFR","Gm17023",-0.154918729931179
"Gm315131","VEGFR","Gm31513",0.144834815400099
"Rwdd3","VEGFR","Rwdd3",-0.111521470238637
"Gm499661","VEGFR","Gm49966",-0.152570387570955
"A330048O09Rik1","VEGFR","A330048O09Rik",0.1098207009323
"Mitd1","VEGFR","Mitd1",0.107352900361318
"Gm242521","VEGFR","Gm24252",-0.113722829302124
"Gm54361","VEGFR","Gm5436",0.112163015757351
"Gm289051","VEGFR","Gm28905",-0.113120281339857
"Igkv6-151","VEGFR","Igkv6-15",0.129826312579207
"Gna14","VEGFR","Gna14",-0.147342170364247
"Plcl11","VEGFR","Plcl1",0.107786041382577
"Mrpl43","VEGFR","Mrpl43",0.105444414361587
"Hbb-bs1","VEGFR","Hbb-bs",-0.22399882846908
"Gm562611","VEGFR","Gm56261",0.116852439986724
"Gm157501","VEGFR","Gm15750",0.115235331656382
"Gm38804","VEGFR","Gm38804",-0.104342911790136
"Ubash3b","VEGFR","Ubash3b",-0.115401699632983
"Hmmr1","VEGFR","Hmmr",-0.11040191963922
"Gm57295","VEGFR","Gm57295",0.111067084278926
"Igkj21","VEGFR","Igkj2",0.168669178647666
"Platr21","VEGFR","Platr21",-0.10826576501617
"Gm19541","VEGFR","Gm19541",-0.110247932758397
"Otub2","VEGFR","Otub2",0.105432409251013
"Enpep1","VEGFR","Enpep",-0.110130293477352
"Nufip1","VEGFR","Nufip1",0.109749974301318
"Gm177091","VEGFR","Gm17709",-0.119130403706307
"Gm479181","VEGFR","Gm47918",0.116034782543983
"Gm61231","VEGFR","Gm6123",-0.10977367686262
"Thsd1","VEGFR","Thsd1",0.118172998868292
"Gm119151","VEGFR","Gm11915",-0.104939593992818
"Gm237471","VEGFR","Gm23747",-0.136971744972276
"Asic3","VEGFR","Asic3",-0.105061286446374
"Gpr34","VEGFR","Gpr34",0.108431660675369
"Tmem2071","VEGFR","Tmem207",0.207306352078464
"Ear2","VEGFR","Ear2",0.132129292883967
"Hps3","VEGFR","Hps3",0.120641162105896
"Tmem181b-ps1","VEGFR","Tmem181b-ps",-0.166162664550399
"Slc29a31","VEGFR","Slc29a3",-0.112532620878723
"P2rx51","VEGFR","P2rx5",-0.105062590496346
"Scn4b1","VEGFR","Scn4b",-0.110259111783294
"Rpl9-ps71","VEGFR","Rpl9-ps7",0.158790718846621
"H3f3c1","VEGFR","H3f3c",-0.114406098781916
"Col6a1","VEGFR","Col6a1",0.132421611508734
"Tspan32os1","VEGFR","Tspan32os",-0.115392327528601
"Cxcl121","VEGFR","Cxcl12",0.113773863710802
"Ranbp3l1","VEGFR","Ranbp3l",0.143113241560894
"Gm159311","VEGFR","Gm15931",0.158822397248021
"Ythdc21","VEGFR","Ythdc2",0.10859678834946
"Fbxw231","VEGFR","Fbxw23",-0.139776711860537
"Gm45070","VEGFR","Gm45070",0.10536296521093
"Tcf241","VEGFR","Tcf24",-0.107565735779225
"Gm101801","VEGFR","Gm10180",-0.179367346186012
"Mir3971","VEGFR","Mir3971",0.129193752108112
"Wfikkn1","VEGFR","Wfikkn1",0.115455971285046
"Gm481351","VEGFR","Gm48135",-0.118542473961769
"Gm399291","VEGFR","Gm39929",-0.102804008005122
"Alas21","VEGFR","Alas2",-0.179533343466599
"Gm345901","VEGFR","Gm34590",-0.116090848045644
"Gm301431","VEGFR","Gm30143",-0.202698521975246
"Egln31","VEGFR","Egln3",0.113069960632077
"Gm15545","VEGFR","Gm15545",0.127791805167352
"Gm36298","VEGFR","Gm36298",0.104940656000838
"Gm108191","VEGFR","Gm10819",-0.108997182127339
"Gm24201","VEGFR","Gm2420",-0.119430038381327
"Ahcyl1","VEGFR","Ahcyl",0.12362260796514
"Gm556391","VEGFR","Gm55639",-0.221409356741306
"Gjb1","VEGFR","Gjb1",0.114055499870422
"Colgalt2","VEGFR","Colgalt2",0.10213165233049
"Zbtb11os1","VEGFR","Zbtb11os1",-0.1029234028343
"Gm503371","VEGFR","Gm50337",0.108424108086067
"Slc20a11","VEGFR","Slc20a1",0.130556176094242
"Prrg41","VEGFR","Prrg4",-0.104266565713643
"Romo11","VEGFR","Romo1",0.102960286846617
"Upp21","VEGFR","Upp2",-0.164645462703191
"Smpd3","VEGFR","Smpd3",0.110002303828125
"Snord1231","VEGFR","Snord123",-0.158516920185469
"Clec2f","VEGFR","Clec2f",0.102542276623937
"Gm560101","VEGFR","Gm56010",0.158113147253235
"Chchd5","VEGFR","Chchd5",0.104795485199428
"Zcchc4","VEGFR","Zcchc4",0.101749466234285
"Gm24462","VEGFR","Gm2446",-0.24884707345048
"Gm572301","VEGFR","Gm57230",0.125574939381011
"Cfap1001","VEGFR","Cfap100",-0.110764668139847
"Gm126571","VEGFR","Gm12657",-0.131918646394377
"Lrrc45","VEGFR","Lrrc45",0.110393620648786
"Sacm1l1","VEGFR","Sacm1l",-0.121614140457157
"Slc13a21","VEGFR","Slc13a2",-0.136946060829154
"Ankrd611","VEGFR","Ankrd61",0.10221436688435
"Kank41","VEGFR","Kank4",0.105617807786719
"Krt41","VEGFR","Krt4",-0.114086848796981
"Gm572861","VEGFR","Gm57286",0.117243634883516
"Pi4ka1","VEGFR","Pi4ka",-0.111593531125996
"Fv11","VEGFR","Fv1",0.101474744244371
"Gatm1","VEGFR","Gatm",-0.135948336050995
"Gm12399","VEGFR","Gm12399",0.103786328413078
"Stx17","VEGFR","Stx17",0.108510787271943
"Lmod11","VEGFR","Lmod1",0.117137046377582
"Gm48825","VEGFR","Gm48825",0.100955153022371
"Ociad21","VEGFR","Ociad2",-0.110938962582594
"5031425E22Rik1","VEGFR","5031425E22Rik",0.104520056726123
"Gm320671","VEGFR","Gm32067",-0.10147257391743
"Flrt11","VEGFR","Flrt1",-0.116078750816683
"Fam24b","VEGFR","Fam24b",0.127710700906445
"1110065P20Rik","VEGFR","1110065P20Rik",0.103129887322855
"Umod1","VEGFR","Umod",0.176211225088097
"Magi31","VEGFR","Magi3",0.101892100958762
"Gm43531","VEGFR","Gm4353",-0.128194960932514
"Cldn10","VEGFR","Cldn10",-0.129446339089994
"Sclt1","VEGFR","Sclt1",0.104554147652802
"Gm445241","VEGFR","Gm44524",0.110424373868974
"4930579G18Rik1","VEGFR","4930579G18Rik",0.165327706473823
"Hscb","VEGFR","Hscb",0.103078680878657
"Nr2c21","VEGFR","Nr2c2",0.103506453363491
"Gm129401","VEGFR","Gm12940",0.114779834435203
"Ermard","VEGFR","Ermard",0.104375878319205
"Col6a21","VEGFR","Col6a2",0.173125284037311
"Gm108651","VEGFR","Gm10865",0.111698827498201
"Eef1a1-ps11","VEGFR","Eef1a1-ps1",0.146933627572437
"Gm448081","VEGFR","Gm44808",0.115509355309771
"Arhgef28","VEGFR","Arhgef28",0.107156605525733
"Klra91","VEGFR","Klra9",-0.13517175577399
"Fam199x1","VEGFR","Fam199x",0.105327760992643
"Poli","VEGFR","Poli",-0.118560666136991
"Scimp1","VEGFR","Scimp",-0.119682728926206
"Gm170961","VEGFR","Gm17096",-0.140888198294173
"Defb111","VEGFR","Defb11",-0.127379468925759
"Slamf9","VEGFR","Slamf9",-0.154714116640061
